effect,component,group,term,estimate,std.error,statistic,p.value
fixed,cond,NA,(Intercept),1.193918249964401,0.05504830227487746,21.688557151185254,2.631103051292781e-104
fixed,cond,NA,sourceclaude-3-7-sonnet-20250219,0.19487329724855848,0.07432415667155719,2.6219375499908466,0.008743145039066518
fixed,cond,NA,sourceclaude-sonnet-4-20250514,0.18735086303495624,0.074450723154595,2.516441145184406,0.011854669768328045
fixed,cond,NA,sourcedeepseek-chat,0.10079908837456852,0.07596096601368933,1.3269853408183747,0.18451353189933928
fixed,cond,NA,sourcedeepseek-reasoner,0.3145966659610504,0.07240648040330525,4.344868915168117,1.3935885638651721e-5
fixed,cond,NA,sourcegemini-1.5-pro,0.04154148807613791,0.07705404743302036,0.5391214278814889,0.5898030710672578
fixed,cond,NA,sourcegemini-2.0-flash,0.17727567986250098,0.07462139761146652,2.37566818013149,0.01751720756348622
fixed,cond,NA,sourcegemini-2.5-flash,0.26701772786618244,0.07314715001186405,3.6504187493685496,2.6181312162925973e-4
fixed,cond,NA,sourcegemini-2.5-pro,0.41551402692822476,0.07092479675778363,5.8585155816132,4.670228026657764e-9
fixed,cond,NA,sourcegpt-3.5-turbo,-1.0115831038019152,0.1065998806653902,-9.489533172904817,2.3207121330041986e-21
fixed,cond,NA,sourcegpt-4o,0.04154804806385994,0.07705392368923547,0.5392074287018334,0.5897437350591032
fixed,cond,NA,sourcegpt-4o-mini,-0.0528895338601167,0.07890004565855334,-0.6703359094239395,0.5026436806720747
fixed,cond,NA,sourceo1,0.20233901374227703,0.07419927123384373,2.7269676693264646,0.0063919301648181675
fixed,cond,NA,sourceo3,0.34723716350199235,0.07191419162486545,4.828492897665135,1.3757023976913592e-6
fixed,cond,NA,sourceo4-mini,0.214632133389969,0.07399520247638584,2.9006222864038347,0.0037242249219162893
fixed,cond,NA,task2,-0.01217254197138474,0.07808804788679853,-0.1558822675274306,0.876125822897021
fixed,cond,NA,task3,-0.059320792705173535,0.07903056786691143,-0.7506056745672203,0.4528900050480208
fixed,cond,NA,sourceclaude-3-7-sonnet-20250219:task2,0.014659321627017694,0.10525720330591795,0.1392714338458344,0.8892356623508508
fixed,cond,NA,sourceclaude-sonnet-4-20250514:task2,0.04432644865681505,0.10508771446733366,0.4218042887457968,0.6731678750470199
fixed,cond,NA,sourcedeepseek-chat:task2,-0.026930289051779487,0.10810413037802312,-0.2491143396427917,0.8032723376201549
fixed,cond,NA,sourcedeepseek-reasoner:task2,0.005507488619485334,0.10265136999678832,0.05365236352576345,0.9572121364966193
fixed,cond,NA,sourcegemini-1.5-pro:task2,0.1428021354068025,0.10749781414777468,1.3284189686917338,0.18403973644778449
fixed,cond,NA,sourcegemini-2.0-flash:task2,0.022254399943193868,0.10558578713437007,0.21077079166794088,0.8330661314052146
fixed,cond,NA,sourcegemini-2.5-flash:task2,0.04413414840761734,0.1032721585838089,0.4273576636030219,0.6691188386883682
fixed,cond,NA,sourcegemini-2.5-pro:task2,0.010170982219242867,0.10050757581741764,0.10119617488058318,0.9193947331353051
fixed,cond,NA,sourcegpt-3.5-turbo:task2,0.29983661959197094,0.14380886260532905,2.0849662125125525,0.037072367600939723
fixed,cond,NA,sourcegpt-4o:task2,-0.02333068614672104,0.10962111073971584,-0.2128302294082513,0.8314593842184537
fixed,cond,NA,sourcegpt-4o-mini:task2,0.07711502100581513,0.11084518678455119,0.69570022156851,0.4866165867525393
fixed,cond,NA,sourceo1:task2,0.03660220587863721,0.10482575876799367,0.349171866808494,0.7269602856281021
fixed,cond,NA,sourceo3:task2,0.035454663342679445,0.101642191198277,0.3488183688751533,0.7272256721895916
fixed,cond,NA,sourceo4-mini:task2,0.024312706038064683,0.10468136938170415,0.23225437517360156,0.8163404468808602
fixed,cond,NA,sourceclaude-3-7-sonnet-20250219:task3,0.03662203980821816,0.106257294744966,0.34465435898887453,0.7303542342197265
fixed,cond,NA,sourceclaude-sonnet-4-20250514:task3,0.05933685355044027,0.10616486939229036,0.5589123209032958,0.5762215602929746
fixed,cond,NA,sourcedeepseek-chat:task3,0.11007684588887814,0.1076556885136508,1.0224898229592423,0.30654912697105513
fixed,cond,NA,sourcedeepseek-reasoner:task3,0.018680606244265693,0.1037417946401322,0.18006827729428115,0.8570989665524453
fixed,cond,NA,sourcegemini-1.5-pro:task3,0.14294881941599807,0.10875032028527365,1.3144680313677697,0.18868874942679628
fixed,cond,NA,sourcegemini-2.0-flash:task3,0.04909986863663394,0.10652689595649772,0.460915228926644,0.6448594253075393
fixed,cond,NA,sourcegemini-2.5-flash:task3,0.03346606174720313,0.10462781987976263,0.31985815804689455,0.7490758578535143
fixed,cond,NA,sourcegemini-2.5-pro:task3,0.0370799870360461,0.10144374440723698,0.365522657436537,0.7147212969404046
fixed,cond,NA,sourcegpt-3.5-turbo:task3,0.7440809722979388,0.1370428822183675,5.4295484760186365,5.6496806084348815e-8
fixed,cond,NA,sourcegpt-4o:task3,-0.012989729816086957,0.11080526370767162,-0.11723025947897826,0.906677588639338
fixed,cond,NA,sourcegpt-4o-mini:task3,0.03997389359907582,0.11268561194343055,0.35473822176289166,0.7227857139012956
fixed,cond,NA,sourceo1:task3,0.05434017848762747,0.10587077992377966,0.5132688974875692,0.607763237310926
fixed,cond,NA,sourceo3:task3,0.06785354268563865,0.10251979155012893,0.66185798526970685,0.5080622403408952
fixed,cond,NA,sourceo4-mini:task3,0.021949577174374145,0.10596640943469904,0.2071371229002564,0.8359027708594858
ran_pars,cond,prompt_id,sd__(Intercept),5.937217379963794e-7,NA,NA,NA
